text,cleaned_label
 a me al tel mi hanno detto che fino a marzo c è un vincolo vorrei sapere se  dopo il 15 allora posso abbinare un nuovo telefono ,
 ciao auguri un informazione volevo sapere se e come si può attivare l offerta vodafone special 1000 ,
 buonasera scusi per il disturbo volevo chiederle se gentilmente mi dice quante promozioni ho attive sul mio numero ,ACTIVE_PROMOS
 ho stipulato alla cifra 25 più 5 mi trovo 0 più 4 credo che non è corretto e se non si risolve devo subito denunciare o come mi consigli fare ,
 io vorrei solo un pacchetto che spendo poco e ho internet e minuti e possibile  ci sei ,
 vorrei sapere come mai il mio cel dall altro ieri si blocca e su alcune applicazioni non mi fa entrare tipo facebook e youcam perfect ecc ,
 io vorrei solo passare dall attuale abbonamento relax ad uno meno costoso tutto quise vado in un punto vodafone posso fare tutto ,
 ciao vorrei disattivare lamnavigazione a consumo come faccio ,
 ciao sono daniela ho visto la fattura di relax con le chiamate e gli sms volevo sapere dal momento che la fattura si ferma al 2712 2015 potrei avere sms e telefonate fino al 212016 ,
 ma io volevo riattivarla ora non il 9 ok ,
 ciao non so come attivare vodafone shake dall app ,
 se potete rimborsarmi i 2 euro e attivare la promozione a 0 euro  certo che sì  non capisco perché non mi sia stato detto  ho parlato al telefono 2 h fa con una tua collega  ,
 no perché dopo perdo la extra 2 gb gratis ,
 buongiorno vorrei chiedere gentilmente se è possibile disattivare l offerta attiva 500minuti a 3€ al mese ,
 ah ho capito io volevo ricaricare online  ma non me lo fa fare ,
 e poi ho portato un amico in vodafone e ho inviato l sms dove mi diceva che avrei ricevuto 20 euro di ricarica ma niente ,
 ciao  praticamente ho consumato quasi tutto internet senza aver fatto niente di particolare oltre whatsapp e cose così e non so il perché ,
 ciao da poco ho fatto sospendere gli addebiti per servizi digitali volevo chiederti se era possibile sospendere anche i costi per servizi bancari puoi bliccarli sono 16 centro ogni sms inviato mi dalla banca cent ,
 ciao ho un problema mi avete scalato 15 euro con i servizi digitali che non ho mai attivato ,
 perché lo scorso mese 4 operatori mi hanno detto 2 si è 2 no capisci che non può andare così ,
 buongiorno credo che x errore di password la vodafone mi ha bloccato il profilo possibile ,
 volevo chiedere se potevi anticiparmi l attivazione della mia offerta ,
 appena attivata  si un altra cosa a che mail è associato il mio account di my vodafone cioè se devo rimpastare la passworda quale mail mi arriva la password provvisoria   ,
 ciao marta auguri di buon anno volevo chiederti se esiste una promo come quella che avevo prima per internet ,
 quindi mi trovo nell impossibilità di pagare la fattura in questo momento cosa succede se la pago con molto ritardo ,INVOICES-DUE_DATE-DUE_AMOUNT
 io volevo cambiare promozione è possibile fare un piano a mio piacimento con molti meno sms e più giga ,
 ok allora lasciamo il rinnovo disattivato c é qualche offerta che possa attivare oggi conveniente tipo 5gb mi dici il costo  ,
 ciao maria volevo chiederle che ho letto in un volantino la promozione relax casa edition e siccome tra poko scade la mia vecchia offerta volevo sapere se su questa di puó fare la portabilità dei propri numeri ,
 buonasera  mi sono accorto casualmente di avere attiva la promo vodafone exclusive sul mio cell senza mai averla richiesta o accettata ,
 e non si può scoprire come mai è perché ma a parte questo come faccio ad avere ancora giga fino al rinnovo della mia promozione ,
 poi al massimo la disattivo tra due giorni e sto due giorni senza internet perché è stata un eccezione che abbia finito i giga di solito mi bastano va bene grazie mille ,
 volevo sapere se è possibile avere dei gb in più gratis questo mese ,
 ciao marta ho un problema mi arriva di continuo un sms da dillo alle stelle che continua a scalarmi oltre due euro e non so come bloccarlo ,
 buongiorno  vorrei sapere se la mia sim ha nfc ,Other
 buongiorno antonio a luglio 2013 ho acquistato un iphone 5 a 30 rate mensile con un contratto vodafone ora vorrei cambiarlo ma mi dicono che le rate sono scadute a dicembrema il vincolo è fino al 6022016 vorrei capire perché ,
 sto finendo i gb vorrei averne di più come faccio  ,
 io ho la special 1000 non mi servono gli sms ma vorrei più gb  puoi aiutermi ,
 salve auguri ascolti un mio amico si e attivato un gb in piu alla sua offerta senza pagare l attivazione ,
 ciao io volevo sapere quali offerte posso attivare per avere più gb mantenendo la promo di base attuale ed ovviamente anche i costi per eventuale attivazione ,
 non le ho sapute queste cose altrimenti non mi permetterei nemmeno a ribattere va bene così la colpa non è tua tranquilla ,
 ma cosa sono promozioni ,COMMERCIAL_INFO-PROMO-LIST
 ok va bene gentilissimo ,
 ok proviamo ,
 ok proviamo ,
 ok proviamo ,
 quindi io non posso attivarla e non c è una promozione che mi faccia spendere meno e mi dia 3giga di internet e ad esempio 400 min verso tutti a un prezzo ragionevole ,
 buonasera arianna volevo chiedere una cosa l anno sciorso avevo disattivato i servizi di segreteria telefonica chiamami recall e vari a  pagamento e da un po di tempo me li trovo di nuovo attivi e il credito che se ne va io non hi fatto nessuna richiesta di riattivazione perché me li trovo attivi ,
 perché allora mi labsera dell 8 gennaio mi avete scalato 500mb dalla promozione smart 0 limits  no no controlla se la sera dell 8 gennaio ho usato internet con la mia promozione smart 0 limitd ,
 ora sono in wifi guarda l ho attivata ieri e non ha mai funzionato più che altro vorrei capire come tanto domani si rinnova l offerta ,
 dato che l altro giorno avevo finito internet mi avevano regalato temporaneamente un giga fino alla giornata di ieri che dovevo disattivare stesso ieri sera al quattro 20 71 e sicuramente non ho disattivato quella ma quella precedente che le dicevo p ,
 salve  buona sera volevo sapere se era possibile attivare l offerta special mille perché ai miei amici é arrivato il messaggio e a me no 4gb 4g ,
 no volevo attivare opzione che quando nn mi prende mi arriva il messaggio quando costa ,
 si è arrivato gia sulla sim è in più mi hanno dato 2 gb  x navigare con l  ipad xò mi scala il giga sul tel e si blocca ,
 salve volevo sapere se era disponibile sia per nuovi che per clienti la special 1000 a 7 euro ,
 ho guardato ma nn ho capito bene la più conveniente viene 10€ al mese giusto ,
 si che l ho letto infatti ora faccio come ha fatto la mia ragazza e chiamo il servizio clienti ,
 no su questo numero no ,
 ah ok sentì io ho questi costi al mese per ora €1516 smart 500 €190 per 4g €10 christmas card 2706€ al mese come ricaricabile circa più 23€ nel caso decidessi telefono a rate ,
 va bene grazie allora ,
 va bene grazie allora ,
 va bene allora grazie ,
 vorrei allora attivare subito extra 1 giga ,
 ciao e due giorni che vi scrivo e nn c e nessun che è in grado di dirmi se ci sono delle offerte x i 1000 min ,
 non può attivarla nemmeno lei mi dispiace perché ne avevo bisogno ma se non si può fare non importagrazie ancora ,
 no no grazie lo stesso poi se la vuole cambiare se la vedrà lei appena mi si attiva la promozione a me che numero chiamo per disattivare ,
 che importo devo fare la ricarica ,TOP_UP
 mi sembra una fregatura perché se prova vuol dire che non riesce a mandarlo quindi perché devo spendere dei soldi per dei messaggi non inviati ,
 xk con la mia è quasi tutto incompatibile si lo so ma non mi basta mai il giga ,
 ok aspetteremo ,
 ok perfetto ma poi devo disattivarla quanto mi costerebbe poi ,
 ok e poi mi devi attivare la flexi 3gb 4g che costa 14€ me la puoi attivare fin da subito ,
 sto utilizzando una promo costosa avevo una extra 2gb a 5€ e purtroppo la disattivai per attivare la christmas lei non riesce a recuperarmi quella promo ,
 mi servirebbe un po di internet ,
 però poi avrò solo due giga non c è nessuna promozione a 15 euro o 20 che consista in 45 giga da poter attivare e disattivare le altre ,
 voi non potreste contattare la vodafone perché ho provato a rwgisyrarmi sul loro sito ma ovviamente quando ricevo il codice arriva sul numero australiano che ovviamente non da la possibilità d ricevere nulla ,
 buongiorno io vorrei sapere se su questo numerazione posso attivare la vodafone special 1000 a 7€ ,
 come la mia linea non e ancora ripristinata da piu di 5 giorni spero che la prossima fattura non la mandate con l importo intero no ,
 salve auguri buon anno mio figlio giocando con tel ha per sbaglio attivato un abbonamento a pagamento è possibile disattivare questi tipi di abbonamenti indesiderati anche per il futuro ,
 in secondo luogo nn capisco tra gli addebiti ci sono 656 per contributi attivazione rete fissama  si il numero e questo sono incavolata nn posso ogni volta  mettermi li a fare i conti controllare etc   anche xche il pagamento avviene su conto corrente bancarioautomaticamente e se sbagliate di cento euro ,
 ciao ho attivato la special mille 4gb in 4g ma nn mi va il 4g ,
 finito grazie buona giornata ,
 non ho il tel a casa volevo sapere se adsl si fa soko tramite tel fo casav insomma mi servirebbe internet illimitato ma nel n o la linea tel ,
 io non riesco più a sostenere 15€ al mese cosa si può fare ,
 questa cosa non me l avevano spiegata quando ho fatto il passaggio a vodafone io ho anche un fax a casa ,
 io non ho detto volevo gratis ma ho solo kiest se si poteva navigare x poi scalare sulla prossima promozione ,
 ah ok senti ma io adesso come faccio ad attivare un offerta perché al momento non ne ho nemmeno una attiva ,
 la mia nuova promozione e di 18 € ho ricevuto un sms da vodafone 10   fa che mi sarà accreditato di mio telefono 15€ mancano 3€ perché ,
 non ho trovato piani o promozioni più vantaggiosi io mi trovo bene con 2gb al mese e chiamate e sms ne faccio pochi c è qualcosa che mi farebbe risparmiare ancora ,
 ma come funziona mi levate la vecchia promozione che mi di rinnova il 21 e mettete questa ,
 buon giorno devo disattivare vodafone extra un giga ,
 lo so ma è già finito il gb esatto vorrei attivarla nuovamente posso attivarla  ,
 ho resettato il telefono e non mi compare più il 3g ,
 non riesco a soddisfare il mio fabbisogno poi tra l altro ho un mio amico che paga 2€ in meno a me e ha molto di piu 2 gb 1000 sms 1000 minuti io pago 12€ e ho 2gb 100 sms 400 min come è possibile ,
 allora ho un problema con le chiamate all estero non posso chiamare perche non è attivato il servizio cosa posso fare ,
 io voglio prima capire come sia possibile ci sarà un errore poi se vuoi regalarmi una promozione ti ringrazio ,
 ieri ho chiesto del vincolo e mi han detto che è  scaduto ma dobbiamo attendere il pagamento quindi non posso passare a ricaricabile oggi ,
 niente farò una ricarica ,TOP_UP
 io ho effettuato il rinnovo promozione una settimana fa se non sbaglio è ho internet già  ko pur evitando video e aggiornamenti  vari ,
 come faccio ad attivarla devo ricevere per forza l sms  su internet nn vale ,
 va bene grazie mille  ma come mai non arriva più l sms che mi chiede se voglio attivarla quando finisco i giga ,
 io ho 3 giga in tuttoe mi vanno benissimo però non riesco più gestirli perché appena mi collego ne perdo un sacco  boh proverò a seguire le istruzioni che mi ha dato e vediamo un po ,
 ho fatto una ricarica di 15 euro perché non riesco a chiamare ,TOP_UP
 nn avrebbe senso si ma i 10 euro nn capisco che fine abbiano fatto ora è arrivato sms di attivazione grazie spero di avere il giga ,
 ok quindi se io voglio tenermi la ricaricabile senza fare per forza un abbonamento sono obbligata a pagare la tassa di concessione governativa fermo restando il fatto che occorre una carta di credito dove ovviamente addebitare le rate se non voglio fare l abbonamento sulla sim devo pagare la tassa di concessione governativa giusto ,
 ho chiamato al 190 x la rete fissa se era previsto un miglioramento della velocità mi hanno risposto di no e attualmente io pago solo là relax e no adsl quindi chirdevo di passare ad una  prepagata ,
 ciao ho una serie di addebiti nel mese di dicembre per servizi digitali non ho idea a cosa si riferiscono ,
